Fecha,CO (mg/m3),NO (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM25 (ug/m3),SO2 (ug/m3),Provincia,Estaci√≥n,Latitud,Longitud,,
01/07/2020,,2.0,6.0,64,21.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
02/07/2020,,2.0,5.0,55,13.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
03/07/2020,,2.0,4.0,67,16.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
04/07/2020,,1.0,10.0,68,19.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
05/07/2020,,3.0,15.0,59,19.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
06/07/2020,,5.0,8.0,54,20.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
07/07/2020,,3.0,12.0,61,26.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
08/07/2020,,8.0,22.0,65,37.0,11.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
09/07/2020,,2.0,12.0,81,27.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
10/07/2020,,1.0,6.0,84,21.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
11/07/2020,,1.0,4.0,80,22.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
12/07/2020,,1.0,8.0,70,18.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
13/07/2020,,1.0,3.0,79,17.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
14/07/2020,,1.0,1.0,83,15.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
15/07/2020,,1.0,1.0,68,13.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
16/07/2020,,1.0,2.0,69,15.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
17/07/2020,,1.0,3.0,68,16.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
18/07/2020,,2.0,7.0,65,19.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
19/07/2020,,7.0,14.0,59,18.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
20/07/2020,,4.0,14.0,60,41.0,15.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
21/07/2020,,8.0,12.0,59,33.0,13.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
22/07/2020,,2.0,5.0,71,14.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
23/07/2020,,2.0,5.0,83,18.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
24/07/2020,,1.0,3.0,67,15.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
25/07/2020,,2.0,4.0,73,18.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
26/07/2020,,2.0,9.0,58,20.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
27/07/2020,,7.0,12.0,70,24.0,10.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
28/07/2020,,2.0,3.0,77,15.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
29/07/2020,,1.0,6.0,71,14.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
30/07/2020,,4.0,11.0,76,17.0,10.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
31/07/2020,,2.0,7.0,78,14.0,9.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
01/08/2020,,2.0,2.0,73,11.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
02/08/2020,,2.0,1.0,52,10.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
03/08/2020,,1.0,2.0,58,10.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
04/08/2020,,1.0,1.0,68,10.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
05/08/2020,,2.0,7.0,63,14.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
06/08/2020,,3.0,13.0,59,15.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
07/08/2020,,2.0,13.0,64,16.0,9.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
08/08/2020,,2.0,11.0,59,17.0,9.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
09/08/2020,,2.0,7.0,62,11.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
10/08/2020,,1.0,7.0,63,17.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
11/08/2020,,1.0,6.0,60,14.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
12/08/2020,,2.0,4.0,68,10.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
13/08/2020,,2.0,5.0,62,9.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
14/08/2020,,2.0,8.0,64,12.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
15/08/2020,,1.0,1.0,66,11.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
16/08/2020,,2.0,1.0,60,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
17/08/2020,,1.0,1.0,50,7.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
18/08/2020,,1.0,2.0,42,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
19/08/2020,,2.0,3.0,45,11.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
20/08/2020,,1.0,2.0,41,12.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
21/08/2020,,2.0,3.0,37,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
22/08/2020,,2.0,4.0,61,9.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
23/08/2020,,2.0,2.0,62,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
24/08/2020,,1.0,3.0,61,13.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
25/08/2020,,3.0,11.0,59,13.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
26/08/2020,,2.0,9.0,57,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
27/08/2020,,2.0,6.0,56,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
28/08/2020,,2.0,1.0,61,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
29/08/2020,,1.0,1.0,65,7.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
30/08/2020,,1.0,1.0,60,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
31/08/2020,,2.0,3.0,61,11.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
01/09/2020,,2.0,4.0,62,14.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
02/09/2020,,1.0,1.0,75,11.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
03/09/2020,,2.0,8.0,56,15.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
04/09/2020,,2.0,10.0,67,16.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
05/09/2020,,1.0,2.0,91,17.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
06/09/2020,,1.0,1.0,78,11.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
07/09/2020,,1.0,1.0,71,15.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
08/09/2020,,1.0,2.0,69,12.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
09/09/2020,,1.0,4.0,61,16.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
10/09/2020,,2.0,6.0,61,17.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
11/09/2020,,1.0,7.0,63,18.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
12/09/2020,,1.0,5.0,59,17.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
13/09/2020,,1.0,1.0,67,17.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
14/09/2020,,1.0,2.0,64,20.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
15/09/2020,,2.0,5.0,52,17.0,9.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
16/09/2020,,3.0,8.0,54,18.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
17/09/2020,,1.0,2.0,63,15.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
18/09/2020,,1.0,1.0,51,7.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
19/09/2020,,1.0,1.0,60,6.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
20/09/2020,,1.0,2.0,63,9.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
21/09/2020,,2.0,7.0,53,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
22/09/2020,,2.0,4.0,55,10.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
23/09/2020,,1.0,2.0,44,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
24/09/2020,,2.0,2.0,63,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
25/09/2020,,1.0,1.0,68,11.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
26/09/2020,,2.0,2.0,52,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
27/09/2020,,1.0,1.0,61,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
28/09/2020,,2.0,3.0,45,12.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
29/09/2020,,3.0,9.0,48,14.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
30/09/2020,,4.0,7.0,53,16.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
01/10/2020,,1.0,2.0,65,11.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
02/10/2020,,2.0,1.0,64,7.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
03/10/2020,,1.0,1.0,66,13.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
04/10/2020,,2.0,1.0,64,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
05/10/2020,,2.0,4.0,56,11.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
06/10/2020,,3.0,9.0,47,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
07/10/2020,,5.0,10.0,38,10.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
08/10/2020,,6.0,19.0,34,15.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
09/10/2020,,7.0,25.0,37,15.0,9.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
10/10/2020,,3.0,3.0,52,9.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
11/10/2020,,2.0,2.0,60,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
12/10/2020,,3.0,7.0,56,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
13/10/2020,,4.0,11.0,46,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
14/10/2020,,4.0,11.0,49,11.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
15/10/2020,,5.0,9.0,48,11.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
16/10/2020,,4.0,11.0,51,14.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
17/10/2020,,4.0,11.0,43,21.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
18/10/2020,,3.0,7.0,42,17.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
19/10/2020,,3.0,6.0,59,47.0,12.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
20/10/2020,,1.0,4.0,47,7.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
21/10/2020,,1.0,6.0,62,7.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
22/10/2020,,1.0,10.0,49,7.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
23/10/2020,,2.0,10.0,50,6.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
24/10/2020,,1.0,4.0,51,5.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
25/10/2020,,1.0,2.0,63,7.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
26/10/2020,,2.0,10.0,57,8.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
27/10/2020,,1.0,6.0,53,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
28/10/2020,,2.0,15.0,37,7.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
29/10/2020,,5.0,16.0,26,11.0,9.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
30/10/2020,,7.0,17.0,20,14.0,10.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
31/10/2020,,6.0,16.0,20,14.0,9.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
01/11/2020,,3.0,13.0,19,13.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
02/11/2020,,3.0,10.0,25,10.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
03/11/2020,,1.0,3.0,56,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
04/11/2020,,1.0,2.0,55,6.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
05/11/2020,,1.0,2.0,55,5.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
06/11/2020,,1.0,3.0,48,27.0,14.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
07/11/2020,,1.0,4.0,51,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
08/11/2020,,1.0,3.0,62,7.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
09/11/2020,,4.0,15.0,31,9.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
10/11/2020,,2.0,6.0,34,10.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
11/11/2020,,2.0,9.0,30,12.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
12/11/2020,,3.0,10.0,26,14.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
13/11/2020,,4.0,14.0,19,14.0,11.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
14/11/2020,,1.0,7.0,34,13.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
15/11/2020,,1.0,2.0,46,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
16/11/2020,,5.0,17.0,34,11.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
17/11/2020,,3.0,16.0,28,13.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
18/11/2020,,8.0,15.0,25,21.0,12.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
19/11/2020,,4.0,11.0,30,17.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
20/11/2020,,2.0,9.0,54,16.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
21/11/2020,,3.0,12.0,43,19.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
22/11/2020,,5.0,18.0,31,23.0,12.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
23/11/2020,,6.0,16.0,32,23.0,12.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
24/11/2020,,5.0,17.0,37,21.0,12.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
25/11/2020,,1.0,10.0,49,15.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
26/11/2020,,1.0,6.0,59,11.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
27/11/2020,,2.0,10.0,42,11.0,6.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
28/11/2020,,5.0,17.0,22,15.0,10.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
29/11/2020,,2.0,8.0,40,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
30/11/2020,,3.0,12.0,28,12.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
01/12/2020,,10.0,15.0,18,19.0,12.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
02/12/2020,,7.0,10.0,26,24.0,14.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
03/12/2020,,6.0,11.0,41,19.0,8.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
04/12/2020,,3.0,9.0,64,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
05/12/2020,,3.0,7.0,60,9.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
06/12/2020,,3.0,5.0,60,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
07/12/2020,,3.0,3.0,72,7.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
08/12/2020,,3.0,6.0,66,6.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
09/12/2020,,5.0,11.0,54,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
10/12/2020,,4.0,8.0,53,7.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
11/12/2020,,4.0,6.0,55,9.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
12/12/2020,,4.0,8.0,62,17.0,7.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
13/12/2020,,4.0,6.0,36,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
14/12/2020,,4.0,8.0,42,9.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
15/12/2020,,3.0,8.0,64,8.0,1.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
16/12/2020,,3.0,12.0,62,8.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
17/12/2020,,6.0,13.0,44,10.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
18/12/2020,,5.0,8.0,38,11.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
19/12/2020,,4.0,9.0,53,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
20/12/2020,,5.0,12.0,38,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
21/12/2020,,6.0,17.0,35,9.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
22/12/2020,,5.0,6.0,24,7.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
23/12/2020,,4.0,10.0,41,9.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
24/12/2020,,3.0,3.0,58,8.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
25/12/2020,,3.0,3.0,49,9.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
26/12/2020,,4.0,6.0,46,10.0,5.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
27/12/2020,,4.0,6.0,55,10.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
28/12/2020,,4.0,5.0,70,10.0,2.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
29/12/2020,,4.0,10.0,63,10.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
30/12/2020,,4.0,15.0,55,12.0,4.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,
31/12/2020,,3.0,4.0,68,8.0,3.0,,Salamanca,Salamanca6,4.096.055.555.555.550,-5.639.444.444.444.440,,